Hour,price
2142,0.065
2143,0.065
2144,0.132
2145,0.132
2146,0.132
2147,0.132
2148,0.094
2149,0.094
2150,0.094
2151,0.094
2152,0.094
2153,0.094
2154,0.132
2155,0.132
2156,0.065
2157,0.065
2158,0.065
2159,0.065
2160,0.065
2161,0.065
2162,0.065
2163,0.065
2164,0.065
2165,0.065
2166,0.065
2167,0.065
2168,0.132
2169,0.132
2170,0.132
2171,0.132
2172,0.094
2173,0.094
2174,0.094
2175,0.094
2176,0.094
2177,0.094
2178,0.132
2179,0.132
2180,0.065
2181,0.065
2182,0.065
2183,0.065
2184,0.065
2185,0.065
2186,0.065
2187,0.065
2188,0.065
2189,0.065
2190,0.065
2191,0.065
2192,0.132
2193,0.132
2194,0.132
2195,0.132
2196,0.094
2197,0.094
2198,0.094
2199,0.094
2200,0.094
2201,0.094
2202,0.132
2203,0.132
2204,0.065
2205,0.065
2206,0.065
2207,0.065
2208,0.065
2209,0.065
2210,0.065
2211,0.065
2212,0.065
2213,0.065
2214,0.065
2215,0.065
2216,0.065
2217,0.065
2218,0.065
2219,0.065
2220,0.065
2221,0.065
2222,0.065
2223,0.065
2224,0.065
2225,0.065
2226,0.065
2227,0.065
2228,0.065
2229,0.065
2230,0.065
2231,0.065
2232,0.065
2233,0.065
2234,0.065
2235,0.065
2236,0.065
2237,0.065
2238,0.065
2239,0.065
2240,0.065
2241,0.065
2242,0.065
2243,0.065
2244,0.065
2245,0.065
2246,0.065
2247,0.065
2248,0.065
2249,0.065
2250,0.065
2251,0.065
2252,0.065
2253,0.065
2254,0.065
2255,0.065
2256,0.065
2257,0.065
2258,0.065
2259,0.065
2260,0.065
2261,0.065
2262,0.065
2263,0.065
2264,0.132
2265,0.132
2266,0.132
2267,0.132
2268,0.094
2269,0.094
2270,0.094
2271,0.094
2272,0.094
2273,0.094
2274,0.132
2275,0.132
2276,0.065
2277,0.065
2278,0.065
2279,0.065
2280,0.065
2281,0.065
2282,0.065
2283,0.065
2284,0.065
2285,0.065
2286,0.065
2287,0.065
2288,0.132
2289,0.132
2290,0.132
2291,0.132
2292,0.094
2293,0.094
2294,0.094
2295,0.094
2296,0.094
2297,0.094
2298,0.132
2299,0.132
2300,0.065
2301,0.065
2302,0.065
2303,0.065
2304,0.065
2305,0.065
2306,0.065
2307,0.065
2308,0.065
2309,0.065
2310,0.065
2311,0.065
2312,0.132
2313,0.132
2314,0.132
2315,0.132
2316,0.094
2317,0.094
2318,0.094
2319,0.094
2320,0.094
2321,0.094
2322,0.132
2323,0.132
2324,0.065
2325,0.065
2326,0.065
2327,0.065
2328,0.065
2329,0.065
2330,0.065
2331,0.065
2332,0.065
2333,0.065
2334,0.065
2335,0.065
2336,0.132
2337,0.132
2338,0.132
2339,0.132
2340,0.094
2341,0.094
2342,0.094
2343,0.094
2344,0.094
2345,0.094
2346,0.132
2347,0.132
2348,0.065
2349,0.065
2350,0.065
2351,0.065
2352,0.065
2353,0.065
2354,0.065
2355,0.065
2356,0.065
2357,0.065
2358,0.065
2359,0.065
2360,0.132
2361,0.132
2362,0.132
2363,0.132
2364,0.094
2365,0.094
2366,0.094
2367,0.094
2368,0.094
2369,0.094
2370,0.132
2371,0.132
2372,0.065
2373,0.065
2374,0.065
2375,0.065
2376,0.065
2377,0.065
2378,0.065
2379,0.065
2380,0.065
2381,0.065
2382,0.065
2383,0.065
2384,0.065
2385,0.065
2386,0.065
2387,0.065
2388,0.065
2389,0.065
2390,0.065
2391,0.065
2392,0.065
2393,0.065
2394,0.065
2395,0.065
2396,0.065
2397,0.065
2398,0.065
2399,0.065
2400,0.065
2401,0.065
2402,0.065
2403,0.065
2404,0.065
2405,0.065
2406,0.065
2407,0.065
2408,0.065
2409,0.065
2410,0.065
2411,0.065
2412,0.065
2413,0.065
2414,0.065
2415,0.065
2416,0.065
2417,0.065
2418,0.065
2419,0.065
2420,0.065
2421,0.065
2422,0.065
2423,0.065
2424,0.065
2425,0.065
2426,0.065
2427,0.065
2428,0.065
2429,0.065
2430,0.065
2431,0.065
2432,0.132
2433,0.132
2434,0.132
2435,0.132
2436,0.094
2437,0.094
2438,0.094
2439,0.094
2440,0.094
2441,0.094
2442,0.132
2443,0.132
2444,0.065
2445,0.065
2446,0.065
2447,0.065
2448,0.065
2449,0.065
2450,0.065
2451,0.065
2452,0.065
2453,0.065
2454,0.065
2455,0.065
2456,0.132
2457,0.132
2458,0.132
2459,0.132
2460,0.094
2461,0.094
2462,0.094
2463,0.094
2464,0.094
2465,0.094
2466,0.132
2467,0.132
2468,0.065
2469,0.065
2470,0.065
2471,0.065
2472,0.065
2473,0.065
2474,0.065
2475,0.065
2476,0.065
2477,0.065
2478,0.065
2479,0.065
2480,0.132
2481,0.132
2482,0.132
2483,0.132
2484,0.094
2485,0.094
2486,0.094
2487,0.094
2488,0.094
2489,0.094
2490,0.132
2491,0.132
2492,0.065
2493,0.065
2494,0.065
2495,0.065
2496,0.065
2497,0.065
2498,0.065
2499,0.065
2500,0.065
2501,0.065
2502,0.065
2503,0.065
2504,0.132
2505,0.132
2506,0.132
2507,0.132
2508,0.094
2509,0.094
2510,0.094
2511,0.094
2512,0.094
2513,0.094
2514,0.132
2515,0.132
2516,0.065
2517,0.065
2518,0.065
2519,0.065
2520,0.065
2521,0.065
2522,0.065
2523,0.065
2524,0.065
2525,0.065
2526,0.065
2527,0.065
2528,0.132
2529,0.132
2530,0.132
2531,0.132
2532,0.094
2533,0.094
2534,0.094
2535,0.094
2536,0.094
2537,0.094
2538,0.132
2539,0.132
2540,0.065
2541,0.065
2542,0.065
2543,0.065
2544,0.065
2545,0.065
2546,0.065
2547,0.065
2548,0.065
2549,0.065
2550,0.065
2551,0.065
2552,0.065
2553,0.065
2554,0.065
2555,0.065
2556,0.065
2557,0.065
2558,0.065
2559,0.065
2560,0.065
2561,0.065
2562,0.065
2563,0.065
2564,0.065
2565,0.065
2566,0.065
2567,0.065
2568,0.065
2569,0.065
2570,0.065
2571,0.065
2572,0.065
2573,0.065
2574,0.065
2575,0.065
2576,0.065
2577,0.065
2578,0.065
2579,0.065
2580,0.065
2581,0.065
2582,0.065
2583,0.065
2584,0.065
2585,0.065
2586,0.065
2587,0.065
2588,0.065
2589,0.065
2590,0.065
2591,0.065
2592,0.065
2593,0.065
2594,0.065
2595,0.065
2596,0.065
2597,0.065
2598,0.065
2599,0.065
2600,0.132
2601,0.132
2602,0.132
2603,0.132
2604,0.094
2605,0.094
2606,0.094
2607,0.094
2608,0.094
2609,0.094
2610,0.132
2611,0.132
2612,0.065
2613,0.065
2614,0.065
2615,0.065
2616,0.065
2617,0.065
2618,0.065
2619,0.065
2620,0.065
2621,0.065
2622,0.065
2623,0.065
2624,0.132
2625,0.132
2626,0.132
2627,0.132
2628,0.094
2629,0.094
2630,0.094
2631,0.094
2632,0.094
2633,0.094
2634,0.132
2635,0.132
2636,0.065
2637,0.065
2638,0.065
2639,0.065
2640,0.065
2641,0.065
2642,0.065
2643,0.065
2644,0.065
2645,0.065
2646,0.065
2647,0.065
2648,0.132
2649,0.132
2650,0.132
2651,0.132
2652,0.094
2653,0.094
2654,0.094
2655,0.094
2656,0.094
2657,0.094
2658,0.132
2659,0.132
2660,0.065
2661,0.065
2662,0.065
2663,0.065
2664,0.065
2665,0.065
2666,0.065
2667,0.065
2668,0.065
2669,0.065
2670,0.065
2671,0.065
2672,0.132
2673,0.132
2674,0.132
2675,0.132
2676,0.094
2677,0.094
2678,0.094
2679,0.094
2680,0.094
2681,0.094
2682,0.132
2683,0.132
2684,0.065
2685,0.065
2686,0.065
2687,0.065
2688,0.065
2689,0.065
2690,0.065
2691,0.065
2692,0.065
2693,0.065
2694,0.065
2695,0.065
2696,0.132
2697,0.132
2698,0.132
2699,0.132
2700,0.094
2701,0.094
2702,0.094
2703,0.094
2704,0.094
2705,0.094
2706,0.132
2707,0.132
2708,0.065
2709,0.065
2710,0.065
2711,0.065
2712,0.065
2713,0.065
2714,0.065
2715,0.065
2716,0.065
2717,0.065
2718,0.065
2719,0.065
2720,0.065
2721,0.065
2722,0.065
2723,0.065
2724,0.065
2725,0.065
2726,0.065
2727,0.065
2728,0.065
2729,0.065
2730,0.065
2731,0.065
2732,0.065
2733,0.065
2734,0.065
2735,0.065
2736,0.065
2737,0.065
2738,0.065
2739,0.065
2740,0.065
2741,0.065
2742,0.065
2743,0.065
2744,0.065
2745,0.065
2746,0.065
2747,0.065
2748,0.065
2749,0.065
2750,0.065
2751,0.065
2752,0.065
2753,0.065
2754,0.065
2755,0.065
2756,0.065
2757,0.065
2758,0.065
2759,0.065
2760,0.065
2761,0.065
2762,0.065
2763,0.065
2764,0.065
2765,0.065
2766,0.065
2767,0.065
2768,0.132
2769,0.132
2770,0.132
2771,0.132
2772,0.094
2773,0.094
2774,0.094
2775,0.094
2776,0.094
2777,0.094
2778,0.132
2779,0.132
2780,0.065
2781,0.065
2782,0.065
2783,0.065
2784,0.065
2785,0.065
2786,0.065
2787,0.065
2788,0.065
2789,0.065
2790,0.065
2791,0.065
2792,0.132
2793,0.132
2794,0.132
2795,0.132
2796,0.094
2797,0.094
2798,0.094
2799,0.094
2800,0.094
2801,0.094
2802,0.132
2803,0.132
2804,0.065
2805,0.065
2806,0.065
2807,0.065
2808,0.065
2809,0.065
2810,0.065
2811,0.065
2812,0.065
2813,0.065
2814,0.065
2815,0.065
2816,0.132
2817,0.132
2818,0.132
2819,0.132
2820,0.094
2821,0.094
2822,0.094
2823,0.094
2824,0.094
2825,0.094
2826,0.132
2827,0.132
2828,0.065
2829,0.065
2830,0.065
2831,0.065
2832,0.065
2833,0.065
2834,0.065
2835,0.065
2836,0.065
2837,0.065
2838,0.065
2839,0.065
2840,0.132
2841,0.132
2842,0.132
2843,0.132
2844,0.094
2845,0.094
2846,0.094
2847,0.094
2848,0.094
2849,0.094
2850,0.132
2851,0.132
2852,0.065
2853,0.065
2854,0.065
2855,0.065
2856,0.065
2857,0.065
2858,0.065
2859,0.065
2860,0.065
2861,0.065
2862,0.065
2863,0.065
2864,0.132
2865,0.132
2866,0.132
2867,0.132
2868,0.094
2869,0.094
2870,0.094
2871,0.094
2872,0.094
2873,0.094
2874,0.132
2875,0.132
2876,0.065
2877,0.065
2878,0.065
2879,0.065
2880,0.065
2881,0.065
2882,0.065
2883,0.065
2884,0.065
2885,0.065
2886,0.065
2887,0.065
2888,0.065
2889,0.065
2890,0.065
2891,0.065
2892,0.065
2893,0.065
2894,0.065
2895,0.065
2896,0.065
2897,0.065
2898,0.065
2899,0.065
2900,0.065
2901,0.065
2902,0.065
2903,0.065
2904,0.065
2905,0.065
2906,0.065
2907,0.065
2908,0.065
2909,0.065
2910,0.065
2911,0.065
2912,0.065
2913,0.065
2914,0.065
2915,0.065
2916,0.065
2917,0.065
2918,0.065
2919,0.065
2920,0.065
2921,0.065
2922,0.065
2923,0.065
2924,0.065
2925,0.065
2926,0.065
2927,0.065
2928,0.065
2929,0.065
2930,0.065
2931,0.065
2932,0.065
2933,0.065
2934,0.065
2935,0.065
2936,0.094
2937,0.094
2938,0.094
2939,0.094
2940,0.132
2941,0.132
2942,0.132
2943,0.132
2944,0.132
2945,0.132
2946,0.094
2947,0.094
2948,0.065
2949,0.065
2950,0.065
2951,0.065
2952,0.065
2953,0.065
2954,0.065
2955,0.065
2956,0.065
2957,0.065
2958,0.065
2959,0.065
2960,0.094
2961,0.094
2962,0.094
2963,0.094
2964,0.132
2965,0.132
2966,0.132
2967,0.132
2968,0.132
2969,0.132
2970,0.094
2971,0.094
2972,0.065
2973,0.065
2974,0.065
2975,0.065
2976,0.065
2977,0.065
2978,0.065
2979,0.065
2980,0.065
2981,0.065
2982,0.065
2983,0.065
2984,0.094
2985,0.094
2986,0.094
2987,0.094
2988,0.132
2989,0.132
2990,0.132
2991,0.132
2992,0.132
2993,0.132
2994,0.094
2995,0.094
2996,0.065
2997,0.065
2998,0.065
2999,0.065
3000,0.065
3001,0.065
3002,0.065
3003,0.065
3004,0.065
3005,0.065
3006,0.065
3007,0.065
3008,0.094
3009,0.094
3010,0.094
3011,0.094
3012,0.132
3013,0.132
3014,0.132
3015,0.132
3016,0.132
3017,0.132
3018,0.094
3019,0.094
3020,0.065
3021,0.065
3022,0.065
3023,0.065
3024,0.065
3025,0.065
3026,0.065
3027,0.065
3028,0.065
3029,0.065
3030,0.065
3031,0.065
3032,0.094
3033,0.094
3034,0.094
3035,0.094
3036,0.132
3037,0.132
3038,0.132
3039,0.132
3040,0.132
3041,0.132
3042,0.094
3043,0.094
3044,0.065
3045,0.065
3046,0.065
3047,0.065
3048,0.065
3049,0.065
3050,0.065
3051,0.065
3052,0.065
3053,0.065
3054,0.065
3055,0.065
3056,0.065
3057,0.065
3058,0.065
3059,0.065
3060,0.065
3061,0.065
3062,0.065
3063,0.065
3064,0.065
3065,0.065
3066,0.065
3067,0.065
3068,0.065
3069,0.065
3070,0.065
3071,0.065
3072,0.065
3073,0.065
3074,0.065
3075,0.065
3076,0.065
3077,0.065
3078,0.065
3079,0.065
3080,0.065
3081,0.065
3082,0.065
3083,0.065
3084,0.065
3085,0.065
3086,0.065
3087,0.065
3088,0.065
3089,0.065
3090,0.065
3091,0.065
3092,0.065
3093,0.065
3094,0.065
3095,0.065
3096,0.065
3097,0.065
3098,0.065
3099,0.065
3100,0.065
3101,0.065
3102,0.065
3103,0.065
3104,0.094
3105,0.094
3106,0.094
3107,0.094
3108,0.132
3109,0.132
3110,0.132
3111,0.132
3112,0.132
3113,0.132
3114,0.094
3115,0.094
3116,0.065
3117,0.065
3118,0.065
3119,0.065
3120,0.065
3121,0.065
3122,0.065
3123,0.065
3124,0.065
3125,0.065
3126,0.065
3127,0.065
3128,0.094
3129,0.094
3130,0.094
3131,0.094
3132,0.132
3133,0.132
3134,0.132
3135,0.132
3136,0.132
3137,0.132
3138,0.094
3139,0.094
3140,0.065
3141,0.065
3142,0.065
3143,0.065
3144,0.065
3145,0.065
3146,0.065
3147,0.065
3148,0.065
3149,0.065
3150,0.065
3151,0.065
3152,0.094
3153,0.094
3154,0.094
3155,0.094
3156,0.132
3157,0.132
3158,0.132
3159,0.132
3160,0.132
3161,0.132
3162,0.094
3163,0.094
3164,0.065
3165,0.065
3166,0.065
3167,0.065
3168,0.065
3169,0.065
3170,0.065
3171,0.065
3172,0.065
3173,0.065
3174,0.065
3175,0.065
3176,0.094
3177,0.094
3178,0.094
3179,0.094
3180,0.132
3181,0.132
3182,0.132
3183,0.132
3184,0.132
3185,0.132
3186,0.094
3187,0.094
3188,0.065
3189,0.065
3190,0.065
3191,0.065
3192,0.065
3193,0.065
3194,0.065
3195,0.065
3196,0.065
3197,0.065
3198,0.065
3199,0.065
3200,0.094
3201,0.094
3202,0.094
3203,0.094
3204,0.132
3205,0.132
3206,0.132
3207,0.132
3208,0.132
3209,0.132
3210,0.094
3211,0.094
3212,0.065
3213,0.065
3214,0.065
3215,0.065
3216,0.065
3217,0.065
3218,0.065
3219,0.065
3220,0.065
3221,0.065
3222,0.065
3223,0.065
3224,0.065
3225,0.065
3226,0.065
3227,0.065
3228,0.065
3229,0.065
3230,0.065
3231,0.065
3232,0.065
3233,0.065
3234,0.065
3235,0.065
3236,0.065
3237,0.065
3238,0.065
3239,0.065
3240,0.065
3241,0.065
3242,0.065
3243,0.065
3244,0.065
3245,0.065
3246,0.065
3247,0.065
3248,0.065
3249,0.065
3250,0.065
3251,0.065
3252,0.065
3253,0.065
3254,0.065
3255,0.065
3256,0.065
3257,0.065
3258,0.065
3259,0.065
3260,0.065
3261,0.065
3262,0.065
3263,0.065
3264,0.065
3265,0.065
3266,0.065
3267,0.065
3268,0.065
3269,0.065
3270,0.065
3271,0.065
3272,0.094
3273,0.094
3274,0.094
3275,0.094
3276,0.132
3277,0.132
3278,0.132
3279,0.132
3280,0.132
3281,0.132
3282,0.094
3283,0.094
3284,0.065
3285,0.065
3286,0.065
3287,0.065
3288,0.065
3289,0.065
3290,0.065
3291,0.065
3292,0.065
3293,0.065
3294,0.065
3295,0.065
3296,0.094
3297,0.094
3298,0.094
3299,0.094
3300,0.132
3301,0.132
3302,0.132
3303,0.132
3304,0.132
3305,0.132
3306,0.094
3307,0.094
3308,0.065
3309,0.065
3310,0.065
3311,0.065
3312,0.065
3313,0.065
3314,0.065
3315,0.065
3316,0.065
3317,0.065
3318,0.065
3319,0.065
3320,0.094
3321,0.094
3322,0.094
3323,0.094
3324,0.132
3325,0.132
3326,0.132
3327,0.132
3328,0.132
3329,0.132
3330,0.094
3331,0.094
3332,0.065
3333,0.065
3334,0.065
3335,0.065
3336,0.065
3337,0.065
3338,0.065
3339,0.065
3340,0.065
3341,0.065
3342,0.065
3343,0.065
3344,0.094
3345,0.094
3346,0.094
3347,0.094
3348,0.132
3349,0.132
3350,0.132
3351,0.132
3352,0.132
3353,0.132
3354,0.094
3355,0.094
3356,0.065
3357,0.065
3358,0.065
3359,0.065
3360,0.065
3361,0.065
3362,0.065
3363,0.065
3364,0.065
3365,0.065
3366,0.065
3367,0.065
3368,0.094
3369,0.094
3370,0.094
3371,0.094
3372,0.132
3373,0.132
3374,0.132
3375,0.132
3376,0.132
3377,0.132
3378,0.094
3379,0.094
3380,0.065
3381,0.065
3382,0.065
3383,0.065
3384,0.065
3385,0.065
3386,0.065
3387,0.065
3388,0.065
3389,0.065
3390,0.065
3391,0.065
3392,0.065
3393,0.065
3394,0.065
3395,0.065
3396,0.065
3397,0.065
3398,0.065
3399,0.065
3400,0.065
3401,0.065
3402,0.065
3403,0.065
3404,0.065
3405,0.065
3406,0.065
3407,0.065
3408,0.065
3409,0.065
3410,0.065
3411,0.065
3412,0.065
3413,0.065
3414,0.065
3415,0.065
3416,0.065
3417,0.065
3418,0.065
3419,0.065
3420,0.065
3421,0.065
3422,0.065
3423,0.065
3424,0.065
3425,0.065
3426,0.065
3427,0.065
3428,0.065
3429,0.065
3430,0.065
3431,0.065
3432,0.065
3433,0.065
3434,0.065
3435,0.065
3436,0.065
3437,0.065
3438,0.065
3439,0.065
3440,0.094
3441,0.094
3442,0.094
3443,0.094
3444,0.132
3445,0.132
3446,0.132
3447,0.132
3448,0.132
3449,0.132
3450,0.094
3451,0.094
3452,0.065
3453,0.065
3454,0.065
3455,0.065
3456,0.065
3457,0.065
3458,0.065
3459,0.065
3460,0.065
3461,0.065
3462,0.065
3463,0.065
3464,0.094
3465,0.094
3466,0.094
3467,0.094
3468,0.132
3469,0.132
3470,0.132
3471,0.132
3472,0.132
3473,0.132
3474,0.094
3475,0.094
3476,0.065
3477,0.065
3478,0.065
3479,0.065
3480,0.065
3481,0.065
3482,0.065
3483,0.065
3484,0.065
3485,0.065
3486,0.065
3487,0.065
3488,0.094
3489,0.094
3490,0.094
3491,0.094
3492,0.132
3493,0.132
3494,0.132
3495,0.132
3496,0.132
3497,0.132
3498,0.094
3499,0.094
3500,0.065
3501,0.065
3502,0.065
3503,0.065
3504,0.065
3505,0.065
3506,0.065
3507,0.065
3508,0.065
3509,0.065
3510,0.065
3511,0.065
3512,0.094
3513,0.094
3514,0.094
3515,0.094
3516,0.132
3517,0.132
3518,0.132
3519,0.132
3520,0.132
3521,0.132
3522,0.094
3523,0.094
3524,0.065
3525,0.065
3526,0.065
3527,0.065
3528,0.065
3529,0.065
3530,0.065
3531,0.065
3532,0.065
3533,0.065
3534,0.065
3535,0.065
3536,0.094
3537,0.094
3538,0.094
3539,0.094
3540,0.132
3541,0.132
3542,0.132
3543,0.132
3544,0.132
3545,0.132
3546,0.094
3547,0.094
3548,0.065
3549,0.065
3550,0.065
3551,0.065
3552,0.065
3553,0.065
3554,0.065
3555,0.065
3556,0.065
3557,0.065
3558,0.065
3559,0.065
3560,0.065
3561,0.065
3562,0.065
3563,0.065
3564,0.065
3565,0.065
3566,0.065
3567,0.065
3568,0.065
3569,0.065
3570,0.065
3571,0.065
3572,0.065
3573,0.065
3574,0.065
3575,0.065
3576,0.065
3577,0.065
3578,0.065
3579,0.065
3580,0.065
3581,0.065
3582,0.065
3583,0.065
3584,0.065
3585,0.065
3586,0.065
3587,0.065
3588,0.065
3589,0.065
3590,0.065
3591,0.065
3592,0.065
3593,0.065
3594,0.065
3595,0.065
3596,0.065
3597,0.065
3598,0.065
3599,0.065
3600,0.065
3601,0.065
3602,0.065
3603,0.065
3604,0.065
3605,0.065
3606,0.065
3607,0.065
3608,0.094
3609,0.094
3610,0.094
3611,0.094
3612,0.132
3613,0.132
3614,0.132
3615,0.132
3616,0.132
3617,0.132
3618,0.094
3619,0.094
3620,0.065
3621,0.065
3622,0.065
3623,0.065
3624,0.065
3625,0.065
3626,0.065
3627,0.065
3628,0.065
3629,0.065
3630,0.065
3631,0.065
3632,0.094
3633,0.094
3634,0.094
3635,0.094
3636,0.132
3637,0.132
3638,0.132
3639,0.132
3640,0.132
3641,0.132
3642,0.094
3643,0.094
3644,0.065
3645,0.065
3646,0.065
3647,0.065
3648,0.065
3649,0.065
3650,0.065
3651,0.065
3652,0.065
3653,0.065
3654,0.065
3655,0.065
3656,0.094
3657,0.094
3658,0.094
3659,0.094
3660,0.132
3661,0.132
3662,0.132
3663,0.132
3664,0.132
3665,0.132
3666,0.094
3667,0.094
3668,0.065
3669,0.065
3670,0.065
3671,0.065
3672,0.065
3673,0.065
3674,0.065
3675,0.065
3676,0.065
3677,0.065
3678,0.065
3679,0.065
3680,0.094
3681,0.094
3682,0.094
3683,0.094
3684,0.132
3685,0.132
3686,0.132
3687,0.132
3688,0.132
3689,0.132
3690,0.094
3691,0.094
3692,0.065
3693,0.065
3694,0.065
3695,0.065
3696,0.065
3697,0.065
3698,0.065
3699,0.065
3700,0.065
3701,0.065
3702,0.065
3703,0.065
3704,0.094
3705,0.094
3706,0.094
3707,0.094
3708,0.132
3709,0.132
3710,0.132
3711,0.132
3712,0.132
3713,0.132
3714,0.094
3715,0.094
3716,0.065
3717,0.065
3718,0.065
3719,0.065
3720,0.065
3721,0.065
3722,0.065
3723,0.065
3724,0.065
3725,0.065
3726,0.065
3727,0.065
3728,0.065
3729,0.065
3730,0.065
3731,0.065
3732,0.065
3733,0.065
3734,0.065
3735,0.065
3736,0.065
3737,0.065
3738,0.065
3739,0.065
3740,0.065
3741,0.065
3742,0.065
3743,0.065
3744,0.065
3745,0.065
3746,0.065
3747,0.065
3748,0.065
3749,0.065
3750,0.065
3751,0.065
3752,0.065
3753,0.065
3754,0.065
3755,0.065
3756,0.065
3757,0.065
3758,0.065
3759,0.065
3760,0.065
3761,0.065
3762,0.065
3763,0.065
3764,0.065
3765,0.065
3766,0.065
3767,0.065
3768,0.065
3769,0.065
3770,0.065
3771,0.065
3772,0.065
3773,0.065
3774,0.065
3775,0.065
3776,0.094
3777,0.094
3778,0.094
3779,0.094
3780,0.132
3781,0.132
3782,0.132
3783,0.132
3784,0.132
3785,0.132
3786,0.094
3787,0.094
3788,0.065
3789,0.065
3790,0.065
3791,0.065
3792,0.065
3793,0.065
3794,0.065
3795,0.065
3796,0.065
3797,0.065
3798,0.065
3799,0.065
3800,0.094
3801,0.094
3802,0.094
3803,0.094
3804,0.132
3805,0.132
3806,0.132
3807,0.132
3808,0.132
3809,0.132
3810,0.094
3811,0.094
3812,0.065
3813,0.065
3814,0.065
3815,0.065
3816,0.065
3817,0.065
3818,0.065
3819,0.065
3820,0.065
3821,0.065
3822,0.065
3823,0.065
3824,0.094
3825,0.094
3826,0.094
3827,0.094
3828,0.132
3829,0.132
3830,0.132
3831,0.132
3832,0.132
3833,0.132
3834,0.094
3835,0.094
3836,0.065
3837,0.065
3838,0.065
3839,0.065
3840,0.065
3841,0.065
3842,0.065
3843,0.065
3844,0.065
3845,0.065
3846,0.065
3847,0.065
3848,0.094
3849,0.094
3850,0.094
3851,0.094
3852,0.132
3853,0.132
3854,0.132
3855,0.132
3856,0.132
3857,0.132
3858,0.094
3859,0.094
3860,0.065
3861,0.065
3862,0.065
3863,0.065
3864,0.065
3865,0.065
3866,0.065
3867,0.065
3868,0.065
3869,0.065
3870,0.065
3871,0.065
3872,0.094
3873,0.094
3874,0.094
3875,0.094
3876,0.132
3877,0.132
3878,0.132
3879,0.132
3880,0.132
3881,0.132
3882,0.094
3883,0.094
3884,0.065
3885,0.065
3886,0.065
3887,0.065
3888,0.065
3889,0.065
3890,0.065
3891,0.065
3892,0.065
3893,0.065
3894,0.065
3895,0.065
3896,0.065
3897,0.065
3898,0.065
3899,0.065
3900,0.065
3901,0.065
3902,0.065
3903,0.065
3904,0.065
3905,0.065
3906,0.065
3907,0.065
3908,0.065
3909,0.065
3910,0.065
3911,0.065
3912,0.065
3913,0.065
3914,0.065
3915,0.065
3916,0.065
3917,0.065
3918,0.065
3919,0.065
3920,0.065
3921,0.065
3922,0.065
3923,0.065
3924,0.065
3925,0.065
3926,0.065
3927,0.065
3928,0.065
3929,0.065
3930,0.065
3931,0.065
3932,0.065
3933,0.065
3934,0.065
3935,0.065
3936,0.065
3937,0.065
3938,0.065
3939,0.065
3940,0.065
3941,0.065
3942,0.065
3943,0.065
3944,0.094
3945,0.094
3946,0.094
3947,0.094
3948,0.132
3949,0.132
3950,0.132
3951,0.132
3952,0.132
3953,0.132
3954,0.094
3955,0.094
3956,0.065
3957,0.065
3958,0.065
3959,0.065
3960,0.065
3961,0.065
3962,0.065
3963,0.065
3964,0.065
3965,0.065
3966,0.065
3967,0.065
3968,0.094
3969,0.094
3970,0.094
3971,0.094
3972,0.132
3973,0.132
3974,0.132
3975,0.132
3976,0.132
3977,0.132
3978,0.094
3979,0.094
3980,0.065
3981,0.065
3982,0.065
3983,0.065
3984,0.065
3985,0.065
3986,0.065
3987,0.065
3988,0.065
3989,0.065
3990,0.065
3991,0.065
3992,0.094
3993,0.094
3994,0.094
3995,0.094
3996,0.132
3997,0.132
3998,0.132
3999,0.132
4000,0.132
4001,0.132
4002,0.094
4003,0.094
4004,0.065
4005,0.065
4006,0.065
4007,0.065
4008,0.065
4009,0.065
4010,0.065
4011,0.065
4012,0.065
4013,0.065
4014,0.065
4015,0.065
4016,0.094
4017,0.094
4018,0.094
4019,0.094
4020,0.132
4021,0.132
4022,0.132
4023,0.132
4024,0.132
4025,0.132
4026,0.094
4027,0.094
4028,0.065
4029,0.065
4030,0.065
4031,0.065
4032,0.065
4033,0.065
4034,0.065
4035,0.065
4036,0.065
4037,0.065
4038,0.065
4039,0.065
4040,0.094
4041,0.094
4042,0.094
4043,0.094
4044,0.132
4045,0.132
4046,0.132
4047,0.132
4048,0.132
4049,0.132
4050,0.094
4051,0.094
4052,0.065
4053,0.065
4054,0.065
4055,0.065
4056,0.065
4057,0.065
4058,0.065
4059,0.065
4060,0.065
4061,0.065
4062,0.065
4063,0.065
4064,0.065
4065,0.065
4066,0.065
4067,0.065
4068,0.065
4069,0.065
4070,0.065
4071,0.065
4072,0.065
4073,0.065
4074,0.065
4075,0.065
4076,0.065
4077,0.065
4078,0.065
4079,0.065
4080,0.065
4081,0.065
4082,0.065
4083,0.065
4084,0.065
4085,0.065
4086,0.065
4087,0.065
4088,0.065
4089,0.065
4090,0.065
4091,0.065
4092,0.065
4093,0.065
4094,0.065
4095,0.065
4096,0.065
4097,0.065
4098,0.065
4099,0.065
4100,0.065
4101,0.065
4102,0.065
4103,0.065
4104,0.065
4105,0.065
4106,0.065
4107,0.065
4108,0.065
4109,0.065
4110,0.065
4111,0.065
4112,0.094
4113,0.094
4114,0.094
4115,0.094
4116,0.132
4117,0.132
4118,0.132
4119,0.132
4120,0.132
4121,0.132
4122,0.094
4123,0.094
4124,0.065
4125,0.065
4126,0.065
4127,0.065
4128,0.065
4129,0.065
4130,0.065
4131,0.065
4132,0.065
4133,0.065
4134,0.065
4135,0.065
4136,0.094
4137,0.094
4138,0.094
4139,0.094
4140,0.132
